CODIGOEAN13,Tipo,Nom_Prod,Concent,Nom_Form_Farm,Nom_Form_Farm_Simplif,Presentac,Fracciones,Fec_Vcto_Reg_Sanitario,Num_RegSan,Nom_Titular
¡H88035110301,13,CIRCUITO C/BOL.P/MAQ.ANEST.ADULTO 351103,,,,,1,,,HUDSON
¡H8807801004,13,CIRCUITO VENT.NEONATAL 780-10,,,,,1,,,HUDSON
0000077506429,13,MEDICORTIL OFT X 2.5ML,,CAJA,CAJA,SOLUCION,1,,,MEDIFARMA
00019132387,13,OPTIRAY 320MG I/ML JERINGA PRECARGADA X 125 ML (MLL),320 MG,SOLUCION INYECTABLE,SOLUCION INYECTABLE,JERINGA PRECARGADA X 125 ML,1,6/30/2019,ADE0042,ST LOUIS IMPORT S.A.
00019132390,13,OPTIRAY 320MG I/ML JERINGA PRECARGADA X 100 ML (MLL),320 MG,SOLUCION INYECTABLE,SOLUCION INYECTABLE,JERINGA PRECARGADA X 100 ML,1,6/30/2019,ADE0041,ST LOUIS IMPORT S.A.
00019132395,13,OPTIRAY 320MG I/ML JERINGA PRECARGADA X 75 ML (MLL),320 MG,SOLUCION INYECTABLE,SOLUCION INYECTABLE,JERINGA PRECARGADA X 75 ML,1,6/30/2019,ADE0043,ST LOUIS IMPORT S.A.
0030006030039,13,SINGULAIR 4 MG X 30 SOBRE,4mg,SOBRE,CAJA,CAJA X 30,30,,,MERCK SHARD DOME
0030900130507,13,SOLU-CORTEF,100mg,VIAL,VIAL,VIA *   1,1,2/2/2017,E0056100001,PFIZER
0030909080247,13,SOLU-CORTEF VIA 250MG 2ML,250MG,VIAL,VIA,VIAL,1,6/29/2019,E5611,PFIZER
0065045425,13,SYSTANE GEL DROPS,GEL OFTALMICO,FRASCO X 10 ML,FRASCO X 10 ML,FRASCO,1,1/1/2018,E-23314,LABORATORIO ALCON
0070074117126,13,NEPRO AP LIQ 8OZ,8OZ,TARRO,TAR,TARRO,1,1/10/2017,DE2077,ABBOTT
008400000118,13,CELULOSE GRIN,0.5%,GOTAS OFTALMICAS,GOF,FCO,1,,E21851,LABORATORIOS GRIN
008400004529,13,NOR-TENZ,0.2%,GTS OFT,GOF,FRASCO,1,,EE00673,LABORATORIOS GRIN
0100085412086,13,SUPRANE,240ml,SOLUCION,SOLUCION,Frasco,1,,E90330,HERSIL
030006030039,13,SINGULAIR GRANULADO SOB 4MG,4MG,GRANULOS EFERVESCENTES,GRANULOS EFERVESCENTES,CAJA,30,,E21637,MERCK SHARP & DOHME
0300650023078,13,MIOSTAT,1.5 ML,FRASCO,AMPOLLA,1.5 ML Amp 0.01%,1,,E-15218,Alcon Perú S.A.
0300651795325,13,BSS,,BOLSA,BOLSA,BOL *   1,1,6/21/2017,E0142460010,ALCON
0300654013242,13,VIGAMOX,0.005,FRASCO,FRASCO,FCO *   1,1,6/20/2017,E0164200002,ALCON
030900130507,13,SOLU-CORTEF,100MG,VIAL,VIAL,VIAL,1,,E5610,PFIZER
030909080247,13,SOLU-CORTEF,250MG,VIAL,VIAL,VIAL,1,,E5611,PFIZER
04467710040,13,HPA LANOLIN,,Crema,Crema,Tubo X 40 g,1,,NSOC45075-11CO,FERVAL BABY CARE S.A.C.
0642621061123,13,ONCASPAR 3750UI AMP X 5ML,3750UI,AMPOLLA,AMP,CAJA X 1,1,,,EUROLAB
070074114460,13,PEDIASURE VAINILLA LECHE LIQ X 273ML,X273ML,FRASCO,FCO,FRASCO,1,,I4100413E/NAABLB,ABBOT LABORATORIOS SA
070074117133,13,NEPRO AP  X 237ML,237ML,SUSPENSION,SUSP,LATA X 237 ML,1,9/29/2020,DE2077,ABBOT
070074406992,13,PULMOCARE SABOR A VAINILLA,,SOLUCION ORAL,SOLUCION ORAL,FRASCO x 8 onz,1,7/1/2004,DE0057,FARMINDUSTRIA
070074506319,13,ALITRAQ,,POLVO,POLVO,CAJA,6,,DE0610,ABBOTT
1000000008926,13,ATROPINA SULFATO,0.5mg/mL,Inyectable,Inyectable,Amp. X 1 mL,100,10/23/2008,NG4057,DANY
1000000008933,13,ATROPINA SULFATO,1mg/mL,Inyectable,Inyectable,Amp. X 1 mL,100,10/23/2008,NG4058,DANY
1000000226076,13,ATROPINA SULFATO,0.25mg/mL,Solución para Inyección,Inyectable,Caja Amp. X 1 mL,100,5/12/2012,EG1968,SANDERSON
1130698011493,13,MARTESIA CAP 25MG,25mg,CAPSULA,CAP,CAJA,28,,EE01554,ROEMMERS
1162530,13,VISIPAQUE,,VIAL,VIAL,VIAL,1,,ADE0035,BAGO
11845322210,13,FOLIC ACID,800MCG,TABLETAS,TABLETAS,TABLETAS,1,,DE-0395,TESTET
11845432216,13,VITAMINA B12250MCG TAB SL CJA X 100 (ARION MASON),100 MCO SBLX 100,TABLETA,TAB,CAJA X 100,100,,,AMERICA SALUD
1234567890120,13,CLOVIRAX,250 MG,AMPOLLA,AMP.,FRASCO,1,1/10/2017,EE-00161,OQPHARMA
1277071413512,13,CLORURO DE SODIO 9%  BOLSA 100 ML (BAX),100 ML,BOLSA,BOLS,CAJA X 100,100,,INVIMA 2008M-001117,BAXTER
1277071413513,13,CLORURO DE SODIO 0.9% BOLSA X 1000 (BAX),1000 ML,BOLSA,BOLS,CAJA X 20,20,,INVIMA 2008M-001117,BAXTER
1780006200128,13,ATROPINA SANDERS AMP 0.5MG 1ML,0.5MG,AMPOLLA,AMP,CAJA,100,2/15/2016,EG3654,SANDERSON
1780006200261,13,HALOPERIDOL,5 mg/mL,AMPOLLA,AMP,Caja x 100,100,,EG-674,Sanderson
1780006200262,13,ACARIL-S LOC 30% 60ML,30%,FRASCO,FCO,FRASCO,1,1/1/2013,,MEDIFARMA
1780006200268,13,METAMIZOL SODICO 1G/2ML,1 g/2 ml,SOLUCION INYECTABLE,SOLUCION INYECTABLE,CAJA X 100 UNIDADES,,,EE00827,SANDERSON S.A.
1780006200300,13,AGUA BIDESTILADA,20ml,AMPOLLA,AMPOLLA,Caja,50,,E1162G,SANDERSON
1780006200342,13,ACARIL-S LOC 30% 60ML,30%,FRASCO,FCO,FRASCO,1,1/1/2013,,MEDIFARMA
1780062000785,13,"SULFATO DE ZINC AL 0,88%/10ML",,,,,1,,,SANDERSON S.A. (PERU)
1780062001287,13,ATROPINA 0.5MG/ML. (SA),,,,,1,,,SANDERSON S.A. (PERU)
1780062002178,13,KETOPROFENO AMP IM X 100MG/2ML (SA),,,,,1,,,SANDERSON S.A. (PERU)
1780062002406,13,KETOROLACO AMP 30MG X 1ML (SA),,,,,1,,,SANDERSON S.A. (PERU)
1780062002499,13,EPINEFRINA 1% AMPX1MLX1 (SA),,,,,1,,,SANDERSON S.A. (PERU)
1780062002567,13,AGUA BIDESTILADA,,AMPOLLA,AMPOLLA,CAJA,100,,E1162G,SANDERSON
1780062002628,13,LANATOSIDO C AMP (SA),,,,,1,,,SANDERSON S.A. (PERU)
1780062002680,13,METAMIZOL AMPX1GRX2ML (SA),,,,,1,,,SANDERSON S.A. (PERU)
1780062002697,13,NEOSTIGMINA 0.5MG 1ML (SA),,,,,1,,,SANDERSON S.A. (PERU)
1780062003007,13,AGUA BIDESTILADA AMP X 20 ML,,,,,1,,,SANDERSON S.A. (PERU)
1780062003014,13,AMINOFILINA AMPX250ML/10MLX1 (SA),,,,,1,,,SANDERSON S.A. (PERU)
1780062003083,13,CLORURO-POTASIO 20% AMPX10ML (SA),,,,,1,,,SANDERSON S.A. (PERU)
1780062003151,13,ESCOPOLAMINA 20MG/1ML.,,,,,1,,,SANDERSON S.A. (PERU)
1780062003182,13,DIAZEPAM 10MG/2ML,10 mg/2 ml,Ampolla,Amp,Caja x 50,1,,EG-5380,SANDERSON S.A.
1780062003205,13,FLUMAZENIL 0.5MG/5ML CAJA X 1 AMPOLLA,,,,,1,,,SANDERSON S.A. (PERU)
1780062003380,13,FUROSEMIDA AMPX20MGX2MLX1 (SA),,,,,1,,,SANDERSON S.A. (PERU)
1780062003403,13,KETAMINA AMP. 500MG/10ML,,,,,1,,,SANDERSON S.A. (PERU)
2000000000750,13,MEGESTROL,160mg,Comprimido,Tableta,Caja Comp.,30,8/20/2009,EG4421,PERULAB
2000000000831,13,MULTIBACTYN,,Ungüento,Unguento,Tubo X 14 g,1,9/19/2010,N21963,LAFARPE
2000000001079,13,ACICLOVIR,5%,Crema,Crema,Tubo X 15 g,1,11/4/2009,NG2160,IQ FARMA
2000000001183,13,LATOF T,,Solución Oftálmica,Solucion Oftalmica,2.5 mL,1,7/7/2009,E16593,FARMAVAL
2000000001240,13,AMIODARONA,150mg/3mL,Solución para Inyección,Inyectable,Caja Amp.,1,3/4/2014,EG959,SANDERSON
2000000003139,13,GEODON,20mg/mL,Polvo Liofilizado para Solución Inyectable,Inyectable,Vial + Solv.,1,8/16/2009,E16668,PFIZER
2000000003819,13,ALENDRA,70mg,Tableta,Tableta,Caja Tab.,20,8/1/2012,N20287,MEDCO
2000000003870,13,SOLU MEDROL,500mg/8mL,Polvo para Solución Inyectable,Inyectable,Amp. X 8 mL,1,1/7/2010,E16985,PFIZER
2000000003991,13,FOLCRES,1mg,Comprimido,Tableta,Caja Comp.,30,3/6/2013,E20434,ROEMMERS
2000000003992,13,TAMSUCAR,0.4mg,Cápsula de Liberación Prolongada,Capsula,Caja Cap.,30,10/12/2010,N22026,DA. CARRION
2000000003996,13,NEOPAC,,Tableta,Tableta,Caja Sob.,14,5/6/2014,N25717,MEDCO
2000000003997,13,FILARTROS,20mg,Tableta,Tableta,Caja Tab.,30,5/7/2012,E19370,MEDCO
2000000004016,13,AGUA PARA INYECCION,,Solución para Inyección,Inyectable,Amp. X 10 mL,1,8/12/2015,E1190G,PHARMAGEN
2000000004019,13,CLORFENAMINA,10mg/mL,Solución para Inyección,Inyectable,Caja Amp. X 1 mL,25,9/6/2011,NG298,LUSA
2000000004021,13,METAMIZOL,1g/2mL,Solución para Inyección,Inyectable,Caja Amp.,50,10/24/2013,EG5937,LABOT
2000000004039,13,AMIKACINA,500mg/2mL,Solución para Inyección,Inyectable,Amp. X 2 mL,25,12/10/2010,NG0030,FARMINDUSTRIA
2000000006796,13,ROCEPHIN,1g,Polvo para Solución Inyectable,Inyectable,Amp.,1,11/14/2014,E5483,ROCHE
2000000007670,13,ALPHAGAN P,0.15%,Solución,Solucion,Env. X 5 mL,1,6/4/2009,E16497,QUILAB
2000000051048,13,PEVITREL,2mg,Comprimido,Tableta,Caja Comp.,10,5/31/2010,E12931,LA VICTORIA
2000000051062,13,DYSURGAL,7.5mg/mL,Solución,Solucion,Caja Fco. Got. X 10 mL,1,9/9/2010,E12945,LA VICTORIA
2000000051093,13,UNGÜENTO TOPICO MENTOLADO,,Ungüento,Unguento,Env. Lata x 36 g,1,10/9/2010,E13277,LA VICTORIA
2000018189658,13,RESPIBRON,50mg/5mL,Jarabe,Solucion,Fco. X 100 mL,1,12/5/2013,E11370,ABL PHARMA
2000018189665,13,RESPIBRON,28mg/5mL,Jarabe,Solucion,Fco. X 100 mL,1,1/29/2014,E11534,ABL PHARMA
2000018190203,13,CADINOL PEDIATRICO,,Gotas Oral,Solucion,Fco. X 15 mL,1,12/13/2009,E12388,ABL PHARMA
2050000498947,13,LEVEMIR FLEX PEN 11 U/ML 1 X 3 ML,11 U/ML,CAJA,LAPICEROS DE INSULINA,CAJA X 1 X 3 ML,1,,BE-00419,NORDIC PHARMACEUTICAL
2050000498961,13,NOVORAPID,100UI,INYECTABLE,INYECTABLE,CAJA,1,,BE- 00432,NOVO NORDISK
2050000702174,13,XGEVA 120mg/ml,120mg/ml,SOL INY,INYECTABLE,VIAL,10,7/23/2018,BE-00918,
2060000057730,13,SULFA + TRIM FORTE TAB 800/160MG,800/160MG,TABLETA,TAB,CAJA,100,7/1/2019,NG2692,MEDROCK
2061219790007,13,ENTEREX HEPATIC,110G,POLVO,POLVO,CAJA,24,,DE1234,VICTUS
20685585,13,SEVOFLURANO SOJOURN 100%,,SOLUCION,SOL,FRASCO X 250 ML,1,,E187790,MEDIFARMA S.A.
22568,13,REMIFENTANILO 5 MG POLVO PARA SOLUCION INYECTABLE,5 MG,POLVO PARA SOLUCION INYECTABLE,POLVO PARA SOLUCION INYECTABLE,CAJA X 1,1,11/24/2020,EE02356,LABORATORIOS RICHET S.A.
2712307006781,13,GRAVAMIN,50 MG,AMPOLLA,AMPOLLA,50 MG / 5 ML,1,,N-26025,MEDIFARMA
2712307300186,13,ELECTRORAL NF X 1000 ML,1000 ML,FRASCO,SOLUCION,Fco. x 1000ml Anís,,,N-11899,(Ver MEDIFARMA S.A.)
2712598183345,13,VITACOSE,1 x 2ml,FRASCO,AMPOLLA,Iny. Amp. x 1 x 2ml c/Jer.,,,N-19404,Cipa
2729820980887,13,DEXAMETASONA 4 MG TABETA (IND),4 MG,TABLETA,TAB,CAJA X 100,100,,NG-4881,INDUQUIMICA
2910900934534,13,CAPTOPRIL INDUQ TAB 50MG,50mg,TABLETA,TAB,CAJA,100,,EN00874,INDUQUIMICA
3000030524153,13,SPRYCEL,70mg,Tableta Recubierta,Tableta,Caja Fco. Tab.,60,10/6/2011,E18837,ABEEFE BRISTOL
3000030527154,13,SPRYCEL,20mg,Tableta Recubierta,Tableta,Caja Fco. Tab.,60,10/6/2011,E18839,ABEEFE BRISTOL
3000030528151,13,SPRYCEL 50MG TAB CJA X 60,50 MG,TABLETA,TAB,CJA X 60,60,10/6/2021,EE03889,BRISTOL-MYERS SQUIBB PERU S.A.
3000030852348,13,SPRYCEL,100mg,Tableta Recubierta,Tableta,Caja Fco. Tab.,30,12/9/2013,E21315,ABEEFE BRISTOL
3000031611227,13,BARACLUDE,0.5mg,Tableta,Tableta,Caja Tab.,30,12/9/2010,E17918,ABEEFE BRISTOL
3000032327349,13,YERVOY,50mg,VIAL,VIAL,VIA *   1,1,10/11/2016,,BAXTER ONCOLOGY
300060404726,13,ROTATEQ,,SUSPENSION ORAL,SUSPENSION ORAL,TUBO x 2 mL,1,8/15/2021,BE00358,MERCK SHARP & DOHME
300090029043,13,XANAX 0.25MG TABLETA CAJA X 20,0.25 MG,TABLETA,TABLETA,CAJA,20,,E16244,PFIZER
300090055103,13,XANAX 0.5MG TABLETA CAJA X 100,0.5 MG,TABLETA,TABLETA,CAJA,100,,EE04546,PFIZER
300090113124,13,SOLU-MEDROL AMPx40MGx1CC,,,,,1,,,PFIZER S.A.
300090280017,13,DEPOMEDROL 40MG/ML SOLUCION INYECTABLE X 1VIAL,40MG/ML,INYECTABLE,INYECTABLE,CAJA,1,,E12155,PFIZER
300090395278,13,DALACIN C 300MG CAPSULA CJX48,300 MG,CAPSULA,CAPSULA,CAJA,48,,EE03218,PFIZER
300090775018,13,DALACIN C 600MG/4ML AMPOLLA X4ML,600MG/4ML,INYECTABLE,INYECTABLE,CAJA,1,,EE00943,PFIZER
300190953132,13,CONRAY,0.6,VIAL,VIAL,FRASCO X 30 Ml,1,,ADE0002,MALLINCKRODT
300190953156,13,CONRAY,,VIAL,VIAL,VIAL,1,,ADE0002,MALLINCKRODT
300191177063,13,OPTIMARK,,VIAL,VIAL,VIAL,1,,ADE0030,MALLINCKRODT
300191323064,13,OPTIRAY,,VIAL,VIAL,VIAL,1,,ADE0041,MALLINCKRODT
300191323873,13,OPTIRAY,320/1,JERINGA PRELLENADA,JERINGA PRELLENADA,JERINGA PRELLENADA,1,,ADE0041,MALLINCKRODT
300191323903,13,OPTIRAY,320/1,JERINGA PRELLENADA,JERINGA PRELLENADA,JERINGA PRELLENADA,1,,ADE0041,MALLINCKRODT
300191323958,13,OPTIRAY 320,0.68,JERINGA PRELLENADA,JERINGA PRELLENADA,JERINGA PRELLENADA X 75 Ml,1,,ADE0041,MALLINCKRODT
3001913330630,13,OPTIRAY 350 X 50ML,350mg,SOLUCION,frasco,,1,,,MALLICRONK
300191333117,13,OPTIRAY 350X 100 ML,350,,frasco,frasco,1,,,mallinckrot
300650002318,13,NEVANAC GTS OFT 0.1% 5ML,0.1%,GOTAS OFTALMICAS,GOTAS OFTALMICAS,FRASCO,1,,E19987,ALCON
300650023078,13,MIOSTAT,0.1%,AMPOLLA,AMPOLLA,AMPOLLA,1,,E15218,ALCON
300650429139,13,SYSTANE GTS OFT 0.4% 15ML,0.4%,GOTAS OFTALMICAS,GOTAS OFTALMICAS,FRASCO,1,,E15914,ALCON
300650429375,13,SYSTANE GOTA OFTALMICA FRA X 15ML,,SOLUCION OFTALMICA,SOLUCION OFTALMICA,FRASCO,1,,EE03379,ALCON
300650454254,13,SYSTANE GEL DROPS,GEL OFTALMICO,FRASCO X 10 ML,FRASCO X 10 ML,FRASCO,1,1/1/2018,E-23314,LABORATORIO ALCON
300651431247,13,SYSTANE ULTRA,0.4% + 0.3%,SOLUCION OFTALMICA,SOLUCION OFTALMICA,FRASCO GOTERO x 10 mL,1,9/1/2024,EE02567,ALCON
30065143320,13,SYSTANE BALANCE,PROPILENGLICOL 0.6,FRASCO X 10 ML,FRASCO X 10 ML,FRASCO,1,,E-23313,ALCON
300651433203,13,SYSTANE BALANCE,0.6%,EMULSION OFTALMICA,SOLUCION OFTALMICA,FRASCO GOTERO x 10 mL,1,3/27/2020,E23313,ALCON
300651795615,12,BSS,500ML,SOLUCION PARA IRRIGACION,INYECTABLE,BOLSA x 500 mL,1,6/19/2023,EE08067,ALCON
300654013242,13,VIGAMOX X5ML,,,,,1,,,ALCON PHARMACEUTICAL DEL PERU S.A.
300872014489,13,ENFAMIL HUMAN MILK F AMP 5 ML CAJA X 100 (MDJ),,SOLUCION,SOLUCION,CAJA X 100,100,,I1001510E NAMAJH,MEAD JHONSON
30106659,13,CICAPLAST BAUME BARRIERE REPARATEUR TUBO X 7.5 ML ,,CREMA,CREMA,TUBO X 7.5 ML,,,NSOC21388-14PE,LA ROCHE-POSAY LABORATOIRE PHARMACEUTIQUE
301320105049,13,FLEET,,FRASCO,FRASCO,FCO *   1,1,2/3/2014,E0177480001,FLEET
301320541021,13,FLEET,133ML,ENEMA,ENEMA,FRASCO,1,,E17085,FLEET
3029939171688,13,CETAPHIL,453 GRMS.,CREMA HIDRAT.,CREMA HIDRAT,TUBO,1,,,GALDERMA
302993923046,13,CETAPHIL BARRAx127GR,,,,,1,,,GALDERMA PERU LABORATORIOS S.A.
3031500311034,13,GLYCO-A CREx12%x30GR,,,,,1,,,ISIS LABORATORIO
3031500311423,13,TEEN DERM GEL CR X 150ML,,,,,1,,,SIN LABORATORIO
304090000019,13,PRECEDEX,,VIAL,VIAL,CAJA,5,,E22349,HOSPIRA
311845319258,13,CALCIUM CITRATE + VITAMIN D3 TAB X 60 (MASON),1500 MG + 0.005 MG,FRASCO,FCO,CJA X 1,1,3/24/2024,DE0560,ARION MASON LABORATORIO
311845319319,13,CALCIUM MAGNESIUM + ZINC TAB X 100 (MASON),,FRASCO,FCO,CJA X 1,1,2/6/2023,DE0421,ARION MASON LABORATORIO
311845319791,13,E-1000 IU CAP X 50 (MASON),1000 IU,FRASCO,FCO,CJA X 1,1,11/21/2022,DE0377,ARION MASON LABORATORIO
311845319814,13,E-400 IU CAP X 100 (MASON),400 IU,FRASCO,FCO,CJA X 1,1,11/21/2022,DE0376,ARION MASON LABORATORIO
311845319913,13,PURE C-1000 MG FCO TAB X 100 (MASON),1000 MG,FRASCO,FCO,CJA X 1,1,11/13/2022,DE0371,ARION MASON LABORATORIO
311845320018,13,B-12 250 MCG TAB X 100 (MASON),250 MCG,FRASCO,FCO,CJA X 1,1,9/25/2023,DE1045,ARION MASON LABORATORIO
311845320117,13,GINSENG-KOREAN 518MG X 100CAP,518 MG,FRASCO,FCO,CJA X 1,1,2/11/2023,PNE0497,ARION MASON LABORATORIO
311845320254,13,VALERIAN 500 MG FCO 60 CAPS (MASON),500 MG,FRASCO,FCO,CJA X 1,1,2/11/2023,PNE0498,ARION MASON LABORATORIO
311845320452,13,OMEGA 3 FISH OIL 1000 MG CAP X 60 (MASON),1000 MG,FRASCO,FCO,CJA X 1,1,8/26/2019,DE1890,ARION MASON LABORATORIO
311845320537,13,VITATRUM COMPLETE MULTIVITAMIN & MULTIMINERAL 30 TAB (MASON),,FRASCO,FCO,CJA X 1,1,4/24/2022,DE1543,ARION MASON LABORATORIO
311845320582,13,VITATRUM COMPLETE MULTIVITAMIN & MULTIMINERAL 130 TAB (MASON,,FRASCO,FCO,CJA X 1,1,4/24/2022,DE1543,ARION MASON LABORATORIO
311845320759,13,BIOTIN 800 MCG TAB X 60 (MASON),800 MCG,FRASCO,FCO,CJA X 1,1,9/23/2023,DE1042,ARION MASON LABORATORIO
311845321053,13,"STRESS FORMULA W/ZINC, ANTIOXIDANTS C & E PLUS 60 TAB (MASON",,FRASCO,FCO,CJA X 1,1,12/13/2022,DE0384,ARION MASON LABORATORIO
311845321350,13,SUPER B-50 COMPLEX WITH 400 MCG 60 CAP (MASON),400 MCG,FRASCO,FCO,CJA X 1,1,3/28/2008,DE0454,ARION MASON LABORATORIO
311845321459,13,LUTEIN 6 MG CAP X 60 (MASON),6 MG,FRASCO,FCO,CJA X 1,1,6/7/2019,DE1159,ARION MASON LABORATORIO
311845321855,13,L-ARGININE 500MG CAPSULA FRA X 60(MASON),500MG,CAPSULA,CAPSULA,FRASCO X 60 CAPSULAS,60,10/20/2018,DE1055,CORPORACION ARION SOCIEDAD ANONIMA CERRADA
311845322210,13,FOLIC ACID 800 MCG TAB X 100 (MASON),800 MCG,FRASCO,FCO,CJA X 1,1,1/14/2023,DE0395,ARION MASON LABORATORIO
311845322616,13,D-400 IU SOFTG X 100 (MASON),400 IU,FRASCO,FCO,CJA X 1,1,12/19/2010,DE0719,ARION MASON LABORATORIO
311845322852,13,SAW PALMETTO PROSTATE COMFORT STANDARDIZED EXT 60 CAP (MASON,160 MG,FRASCO,FCO,CJA X 1,1,11/24/2024,PNE1153,ARION MASON LABORATORIO
311845322913,13,MAGNESIUM GLUCONATE 550 MG TAB X 100 (MASON),550 MG,FRASCO,FCO,CJA X 1,1,8/27/2023,DE0512,ARION MASON LABORATORIO
311845323019,13,POTASSIUM GLUCONATE 595 MG TAB X 100 (MASON),595 MG,FRASCO,FCO,CJA X 1,1,7/18/2023,DE0501,ARION MASON LABORATORIO
311845323453,13,GLUCOSAMINE CHONDROITIN 1500/1200 2 STRENGH CAP X 60 (MASON),,FRASCO,FCO,CJA X 1,1,2/11/2020,DE1242,ARION MASON LABORATORIO
311845323514,13,"A 10,000 IU FROM FISH LIVER OIL 100 CAP (MASON)",10000 IU,FRASCO,FCO,CJA X 1,1,8/8/2023,DE1016,ARION MASON LABORATORIO
311845379313,13,ZINC 30 MG FCO TAB X 100 (MASON),30 MG,FRASCO,FCO,CJA X 1,1,5/20/2021,DE1392,ARION MASON LABORATORIO
311845432216,13,B-12 1000 MCG TAB X 100 (MASON),1000 MCG,FRASCO,FCO,CJA X 1,1,2/16/2020,DE1972,ARION MASON LABORATORIO
311845432353,13,COLLAGEN 1500 PLUS BIOTIN + VITAMIN. C CAP X 60 (MASON),,FRASCO,FCO,CJA X 1,1,1/23/2020,DE1957,ARION MASON LABORATORIO
311845439758,13,GINKGO BILOBA 60 MG CAP X 60 (MASON),60 MG,FRASCO,FCO,CJA X 1,1,9/18/2020,PNE1376,ARION MASON LABORATORIO
311845450012,13,HEALTHY KIDS OVERALL HEALTH MULTIVITAMIN GUMMIES (MASON),,FRASCO,FCO,CJA X 1,1,4/28/2021,DE2173,ARION MASON LABORATORIO
311845458056,13,GLUCOSAMINE CHONDROITIN ADVANCE / COLLAGEN + ACIDO HYALURONI,,FRASCO,FCO,CJA X 1,1,12/26/2022,DE2536,ARION MASON LABORATORIO
311845463319,13,B1 - 100 MG TAB X 100 (MASON),100 MG,FRASCO,FCO,CJA X 1,1,8/29/2023,DE2636,ARION MASON LABORATORIO
311845463555,13,"HEART TRIO CO Q-10, VIT. E AND FISH OIL TAB X 60 (MASON)",500MG + 200MG + 25MG,FRASCO,FCO,CJA X 1,1,8/1/2023,DE2626,ARION MASON LABORATORIO
3282779325707,13,ANAPHASE SHAMPOO FRASCO X 200 ML (DUCRAY),,SHAMPOO,SHAMPOO,FRASCO X 200 ML,,,NSOC21486-06CO,LABORATOIRE DERMATOLOGIQUE DUCRAY
3290972001X,13,E-Z CAT,,SUSPENSION,SUSPENSION,FRASCO,1,,ADE0074,EZEM
3290980401,13,BARIO ENEMA E-Z-EM,,POLVO,POLVO,BOLSA,1,,ADE0092,EZEM
332909764012,12,E-Z-HD,98 %,POLVO PARA SUSPENSION ORAL,SUSPENSION,Frasco x 340 g,1,12/29/2016,ADE0089,E-Z-EM CANADA
3337872411816,13,KERIUM ANTICAIDA CHAMPU COMPLEMENTO FRA X 200ML(LRP),,CHAMPU,CHAMPU,FRASCO X 200 ML,,,NSOC35184-09C,LA ROCHE POSAY
3337872412752,13,ANTHELIOS DERMO PEDIATRIC LECHE FRASCO X100ML (LRP),100ML%,LOCION,LOCION,FRASCO X 100ML,,,NSOC22901-15PE,LA ROCHE POSAY
3337872412967,13,ANTHELIOS XL COMFORT SPF50 LOCION S/P TUBO X 300ML(LRP),300ML,LOCION,LOCION,FCO X 300ML,1,,NSOO68643-15OO,LA ROCHE POSAY
3337872412998,13,CICAPLAST BAUME TOPICO FRASCO X40 ML (LRP),,EMULSION,EMULSION,FRASCO X40 ML,,,,LA ROCHE-POSAY LABORATOIRE PHARMACEUTIQUE
3337872413049,13,LIPIKAR ACEITE LAVANTE ANTI IRRITACIONES FRAX 400ML (LRP),,ACEITE,ACEITE,FCO X 400ML,1,,NSOC16381-14PE,LA ROCHE POSAY
3337872414084,13,EFFACLAR DUO GEL TUBO X 40 ML (LRP),,GEL,GEL,TUBO X 40 ML,,,NSOC35573-09C,LA ROCHE-POSAY LABORATOIRE PHARMACEUTIQUE
3337872414107,13,PIGMENTCLAR SERUM FRASCO X 30 ML (LRP),30ML,FRASCO,FRASCO,FRASCO,,,NSOC08750-11PE,ISDIN
3337872414527,13,ANTHELIOS XL SPF50 ULTRA-LIGERO FLUIDO S/PERF FRASCO X 50ML,50ML,LOCION,LOCION,FCO X 50ML,1,,NSOC17345-14PE,LA ROCHE POSAY
3337872418570,13,LIPIKAR BAUME AP+ BALSAMO TUBO X 200ML,200ML,FRASCO,FCO,BALSAMO,,,NS020060021503,LA ROCHE POSAY
3337872419904,13,ANTHELIOS DERMO-PEDIATRICO BEBE,N/A,SOLUCION,SOLUCION,TUBO X 50 ML,,,NSOC22710-15PE,LA ROCHE POSAY S.A
3337872420603,13,LIPIKAR FLUIDE HYDRATANT FRASCO X200 ML (LRP),,CREMA,CREMA,FCO X 200ML,1,,NSOC25835-16PE,LA ROCHE POSAY
3337875491938,13,NTHELIOS XL ANTI-BRILLO SPF50+ CREMA TUBO X 50ML,CREMA,CREMA,CREMA,FCO X 50ML,,,NSO052496-13CO,LA ROCHE POSAY
3337875526821,13,ANTHELIOS BRUMA ULTRALIGERA SPRAY X 75ML,75ML,SPRAY,SPRAY,FCO X 75ML,,,NSOC71967-16CO,LA ROCHE POSAY
3337875537315,13,LIPIKAR SYNDET AP+ CREMA DE DUCHA FRASCO X 400 ML  (LRP),400 ML,CREMA DE DUCHA,CREMA DE DUCHA,FRASCO X 400 ML,1,,NSOC23530-16CO,LA ROCHE-POSAY LABORATOIRE PHARMACEUTIQUE
3337875545891,13,ANTHELIOS XL ANTI-BRILLO SPF50+ C/COLOR GEL-CREMA TUBOX50ML(LRP),,GEL-CREMA,GEL-CREMA,TUBO X 50 ML,,,NSOC28995-16PE,LA ROCHE POSAY
3337875586269,13,CICAPLAST GEL 40 ML (LA ROCHE-POSAY),40ML,GEL,GEL,CAJA X 1,1,,,LA ROCHE-POSAY
